,model_name,model_type,z_dim,r2_train_all,r2_test_all,r2_train_sim,r2_test_sim,r2_train_exp,r2_test_exp
0,microBERT_model_task_id_57.pth,MCR,6,0.0405017051895454,0.0397528992557431,-0.0483030013397418,-0.0482279363984261,0.0418606252245485,0.0413156797923524
0,microBERT_model_task_id_206.pth,MCR,6,0.0421667089283771,0.0414619098294748,-0.0372391628484507,-0.0370630417920365,0.0409167746666974,0.0404723931118797
0,microBERT_model_task_id_133.pth,MCR,6,0.041749526644113,0.0411279732957492,-0.0321102540932003,-0.0318480872575979,0.0389268296315092,0.0386046168969768
0,microBERT_model_task_id_61.pth,MCR,6,0.0412326823059562,0.0406157780618466,-0.0341367663895793,-0.0338938098404779,0.0388259349735925,0.0384886369442658
0,microBERT_model_task_id_192.pth,MCR,8,0.8844285696858515,0.8837558466467933,0.9060857856935598,0.9050358954832664,0.8755001013054424,0.8750745666121824
0,microBERT_model_task_id_197.pth,MCR,8,0.8764490895677747,0.8756021360164364,0.8957808875702246,0.8946803914839098,0.867940298608185,0.8674885324857344
0,microBERT_model_task_id_55.pth,MCR,8,0.041380065583072,0.0407777382249772,-0.0291997085364268,-0.0290037312232123,0.0376303414877418,0.0373433297349308
0,microBERT_model_task_id_200.pth,MCR,8,0.87842407703313,0.8776399848094322,0.8980008007817268,0.897083683419292,0.8699077974953963,0.8694221807578234
0,microBERT_model_task_id_49.pth,MCR,8,0.0409178827926224,0.0401499149900541,-0.0446716641400111,-0.0446155861758728,0.0413844782466075,0.040824969728802
0,microBERT_model_task_id_127.pth,MCR,8,0.0414551835328907,0.0408302049825801,-0.0296682709209965,-0.029546480305544,0.037866773812293,0.0375357266267017
0,microBERT_model_task_id_126.pth,MCR,8,0.8650093438003646,0.8642494322582581,0.8860237927447309,0.884779700513669,0.8557682971920204,0.8553743385183651
0,microBERT_model_task_id_48.pth,MCR,8,0.0411468366623405,0.0404611574715714,-0.0333474305829488,-0.0331970850833551,0.0384912398673827,0.0380970117244707
0,microBERT_model_task_id_121.pth,MCR,8,0.0416358595766238,0.0409102097224548,-0.042144921339819,-0.0419666808146441,0.0416037646584236,0.0411107943065559
0,microBERT_model_task_id_53.pth,MCR,8,0.0415258332331076,0.0408810854531593,-0.0348290115601839,-0.0347086360812607,0.0394067911687409,0.0390461308325096
0,microBERT_model_task_id_193.pth,MCR,8,0.8837735154104395,0.8831524039280921,0.9011799547640462,0.9002992497058386,0.8760135896194519,0.8756445847110266
0,microBERT_model_task_id_52.pth,MCR,8,0.0415102083172945,0.0407770226429895,-0.0389098694324812,-0.0387590994396263,0.0405296632189876,0.0400500264119296
0,microBERT_model_task_id_199.pth,MCR,8,0.8827120460153175,0.8819691140572438,0.902406113944964,0.9013834248080188,0.8742765203488262,0.8738296595333702
0,microBERT_model_task_id_120.pth,MCR,8,0.0417466699416281,0.04106131909394,-0.0355885904383963,-0.0353839389402759,0.0399020804949253,0.0394942146980777
0,microBERT_model_task_id_198.pth,MCR,8,0.8888758778168993,0.888165103131422,0.9063369690912793,0.9055053825161034,0.8812242099529073,0.8807303045276269
0,microBERT_model_task_id_196.pth,MCR,8,0.8899493750107869,0.8892737177696414,0.907609185080234,0.9067143691643622,0.8822618450662646,0.8818632388381109
0,microBERT_model_task_id_50.pth,MCR,8,0.0414131713846253,0.040739155575712,-0.0343850709038648,-0.0342458365001647,0.03913451595176,0.0387344619844429
0,microBERT_model_task_id_123.pth,MCR,8,0.0416227376388312,0.0409293695604021,-0.0386752956652598,-0.0385751613261311,0.0406177065243361,0.0401691320742925
0,microBERT_model_task_id_51.pth,MCR,8,0.0415377190953145,0.0408591364538274,-0.0398765517945416,-0.0397928767061583,0.0408448572755651,0.040413764654972
0,microBERT_model_task_id_125.pth,MCR,8,0.0414879801078521,0.0407401527778578,-0.0427300069098137,-0.042587707781083,0.041575749438139,0.0410594427433878
