,day,n_data,r2_raw,r2_lat
385,106,28,0.20715202891097628,0.3395568476621419
386,106,14,0.5646990798589892,0.29693635084427794
387,106,7,-0.022275123621340764,0.14578651392866426
388,106,4,-0.21085230717040448,0.22402439637826976
389,106,2,0.35011219681047046,0.3276665917266186
390,107,28,0.16827153935639838,0.27608452488687774
391,107,14,0.20547585989244277,0.39486050262565653
392,107,7,-0.667089268398299,0.14485009861932918
393,107,4,0.4411404879965434,0.36477641277641293
394,107,2,0.4769529530640343,0.512975238095238
395,108,28,0.18306120287067362,0.394497142857143
396,108,14,0.44984659227663004,0.3719532142857144
397,108,7,-0.07636181540851417,0.1591374642020308
398,108,4,0.13202143246290932,0.4382777931034484
399,108,2,0.29545667855838276,0.3691936619718309
400,109,28,0.30044515583610265,0.39255312412440446
401,109,14,0.644429321185038,0.3885322981366459
402,109,7,0.26514439738690754,0.08843181818181844
403,109,4,-0.05165417078940204,0.3244679487179487
404,109,2,0.3042006436707213,0.46756305758313055
405,110,28,0.20791483031215574,0.401403731126597
406,110,14,0.11294407856885447,0.39871717856067435
407,110,7,-0.7897478183264954,0.11812482389405454
408,110,4,-1.1593463927390268,0.35249857549857566
409,110,2,0.1323818284356153,0.5188720355731224
