,train_size_pct,train_size,cross_val,raw_accuracy,latent_accuracy,raw_accuracy_std,latent_accuracy_std
0,1.25,48.0,2.0,0.5484662576687117,0.6116564417177914,0.024937138947270253,0.029892896413698328
1,12.5,489.0,2.0,0.7437627811860941,0.7926380368098159,0.03142903796063504,0.01556410536154221
2,25.0,978.0,2.0,0.7912065439672802,0.8261758691206544,0.0291132863314914,0.02112881218790574
3,37.5,1466.0,2.0,0.8171779141104295,0.8443762781186095,0.0223011737289558,0.018523814939807117
4,50.0,1956.0,2.0,0.8349693251533742,0.8597137014314928,0.023120596877927647,0.014322230098072144
5,62.5,2445.0,2.0,0.8486707566462167,0.8703476482617587,0.027331424140334695,0.010902883650361022
6,75.0,2933.0,2.0,0.8605316973415134,0.8766871165644172,0.019027747996387005,0.016063261256977924
7,87.5,3422.0,2.0,0.8705521472392638,0.8826175869120654,0.02617467085703129,0.01918915368130138
8,100.0,3912.0,2.0,0.8773006134969326,0.8883435582822086,0.023738623243852564,0.014413188907027447
