,train_size_pct,train_size,cross_val,raw_accuracy,latent_accuracy,raw_accuracy_std,latent_accuracy_std
0,1.25,61.0,2.0,-0.034722552701735944,0.2739488024836579,0.518743785751695,0.1618550306263503
1,12.5,615.0,2.0,0.5939837287151417,0.6838468458724298,0.021999186965856173,0.02393980703867683
2,25.0,1231.0,2.0,0.6967128366199411,0.7433167616289909,0.03464210923094678,0.03038019525557088
3,37.5,1846.0,2.0,0.7456941046607446,0.7847370600722163,0.016687251397568357,0.013234943543833718
4,50.0,2462.0,2.0,0.7703525363806041,0.7967428444806832,0.013684026996862199,0.01524637108547813
5,62.5,3077.8,2.0,0.7873624370339376,0.806478733597187,0.012872819816263542,0.015534698782579943
6,75.0,3692.8,2.0,0.8031027873248,0.8199987756449026,0.0059500552658301115,0.019695149775054627
7,87.5,4308.8,2.0,0.8126899698682809,0.824922381111849,0.004947376061450257,0.021772837352284392
8,100.0,4924.8,2.0,0.8284874274233213,0.8291477282237161,0.008832762686621934,0.01693829185607955
